,Open,High,Low,Close,Strategy,Stock,Signal,Value,SMA_Call,RSI_Call,MACD_Call,Pivot_Call,PCR_Call,BB_Call,VWAP_Call,SuperTrend_Call,buy_probability,sell_probability,StopLoss,Target,Qty,Spot_Price,expiry,Strike_Buy_Price,premium_StopLoss,premium_Target,lotsize,premium_Qty,historic_profit,current_script,token,exec_rnk,conclusion,execution_date,rnk,order_id,order_place,client_id,Hit Timestamp,Hit Price,Profit/Loss,Date,Day_Open,Day_High,Day_Low,Day_Close,Datetime
0,18600.65,18636.2,18600.65,18626.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 03:45:00+00:00
1,18627.8,18627.8,18608.75,18615.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 03:46:00+00:00
2,18614.85,18615.35,18604.75,18609.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 03:47:00+00:00
3,18609.15,18623.85,18605.95,18621.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 03:48:00+00:00
4,18621.95,18622.65,18616.5,18617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 03:49:00+00:00
5,18617.45,18617.45,18602.9,18605.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 03:50:00+00:00
6,18607.45,18607.45,18597.8,18597.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 03:51:00+00:00
7,18599.9,18602.95,18594.65,18599.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 03:52:00+00:00
8,18599.75,18600.25,18595.45,18597.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 03:53:00+00:00
9,18598.05,18598.05,18584.1,18584.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 03:54:00+00:00
10,18585.25,18588.55,18579.2,18588.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 03:55:00+00:00
11,18588.3,18597.6,18587.55,18594.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 03:56:00+00:00
12,18592.75,18596.65,18592.35,18596.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 03:57:00+00:00
13,18595.4,18600.2,18595.4,18600.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 03:58:00+00:00
14,18599.85,18608.7,18599.35,18608.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 03:59:00+00:00
15,18611.3,18613.55,18606.0,18606.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:00:00+00:00
16,18607.45,18612.25,18607.05,18607.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:01:00+00:00
17,18608.1,18608.25,18602.55,18607.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:02:00+00:00
18,18606.5,18609.6,18605.1,18609.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:03:00+00:00
19,18609.1,18610.35,18596.85,18596.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:04:00+00:00
20,18596.05,18596.75,18591.75,18596.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:05:00+00:00
21,18595.85,18601.65,18594.95,18599.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:06:00+00:00
22,18599.55,18600.0,18597.4,18597.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:07:00+00:00
23,18596.9,18601.75,18596.9,18599.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:08:00+00:00
24,18599.05,18599.3,18595.65,18597.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:09:00+00:00
25,18597.7,18599.6,18595.55,18598.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:10:00+00:00
26,18598.7,18604.3,18596.55,18596.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:11:00+00:00
27,18596.95,18597.65,18591.2,18591.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:12:00+00:00
28,18592.65,18594.8,18590.95,18591.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:13:00+00:00
29,18591.9,18595.9,18591.7,18593.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:14:00+00:00
30,18593.5,18595.6,18590.8,18594.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:15:00+00:00
31,18593.95,18598.0,18593.25,18597.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:16:00+00:00
32,18595.95,18599.9,18595.85,18599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:17:00+00:00
33,18599.7,18604.75,18598.85,18604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:18:00+00:00
34,18605.05,18607.7,18604.25,18606.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:19:00+00:00
35,18607.1,18616.25,18605.55,18616.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:20:00+00:00
36,18616.65,18630.15,18616.0,18629.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:21:00+00:00
37,18629.85,18630.1,18623.5,18624.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:22:00+00:00
38,18625.25,18631.1,18625.25,18631.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:23:00+00:00
39,18631.65,18635.4,18630.6,18631.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:24:00+00:00
40,18631.55,18640.15,18631.55,18637.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:25:00+00:00
41,18637.4,18637.4,18629.3,18630.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:26:00+00:00
42,18630.85,18630.85,18625.5,18625.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:27:00+00:00
43,18626.15,18627.65,18623.0,18623.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:28:00+00:00
44,18623.05,18630.7,18622.3,18630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:29:00+00:00
45,18629.75,18631.05,18623.15,18623.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:30:00+00:00
46,18624.35,18624.6,18619.65,18621.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:31:00+00:00
47,18621.95,18622.65,18620.25,18620.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:32:00+00:00
48,18620.75,18620.9,18613.95,18613.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:33:00+00:00
49,18614.5,18622.4,18613.35,18621.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:34:00+00:00
50,18622.35,18623.55,18621.0,18622.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:35:00+00:00
51,18622.7,18626.8,18622.3,18624.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:36:00+00:00
52,18624.5,18628.85,18624.3,18627.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:37:00+00:00
53,18627.45,18632.05,18626.95,18631.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:38:00+00:00
54,18633.3,18636.2,18632.2,18632.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:39:00+00:00
55,18632.35,18633.55,18630.1,18630.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:40:00+00:00
56,18630.75,18636.15,18630.7,18635.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:41:00+00:00
57,18636.05,18637.15,18630.9,18633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:42:00+00:00
58,18633.75,18633.75,18627.35,18628.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:43:00+00:00
59,18628.1,18637.05,18627.9,18635.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:44:00+00:00
60,18635.2,18637.05,18630.6,18630.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:45:00+00:00
61,18630.4,18632.15,18625.2,18625.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:46:00+00:00
62,18625.05,18625.45,18620.55,18622.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:47:00+00:00
63,18620.8,18624.0,18620.3,18622.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:48:00+00:00
64,18621.95,18624.95,18621.0,18621.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:49:00+00:00
65,18621.0,18624.65,18620.35,18623.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:50:00+00:00
66,18623.0,18627.95,18622.95,18627.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:51:00+00:00
67,18626.95,18629.1,18625.9,18628.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:52:00+00:00
68,18629.25,18629.65,18625.7,18627.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:53:00+00:00
69,18627.8,18629.45,18627.05,18628.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:54:00+00:00
70,18627.9,18629.35,18627.0,18629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:55:00+00:00
71,18628.15,18631.6,18627.95,18628.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:56:00+00:00
72,18628.05,18628.25,18625.9,18626.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:57:00+00:00
73,18626.55,18630.65,18626.55,18629.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:58:00+00:00
74,18629.5,18631.25,18628.65,18630.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 04:59:00+00:00
75,18629.85,18633.65,18628.7,18633.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:00:00+00:00
76,18633.0,18633.9,18628.85,18628.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:01:00+00:00
77,18628.75,18631.45,18628.35,18631.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:02:00+00:00
78,18631.2,18631.4,18628.35,18628.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:03:00+00:00
79,18629.05,18631.8,18628.4,18630.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:04:00+00:00
80,18629.85,18629.95,18626.05,18628.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:05:00+00:00
81,18628.4,18635.55,18627.75,18632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:06:00+00:00
82,18632.9,18635.6,18631.4,18634.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:07:00+00:00
83,18635.2,18640.45,18634.45,18639.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:08:00+00:00
84,18639.55,18640.2,18638.65,18638.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:09:00+00:00
85,18638.4,18643.0,18638.4,18642.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:10:00+00:00
86,18642.4,18642.4,18638.75,18639.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:11:00+00:00
87,18639.25,18640.65,18636.3,18636.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:12:00+00:00
88,18636.5,18638.7,18634.95,18634.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:13:00+00:00
89,18635.85,18637.9,18634.3,18634.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:14:00+00:00
90,18634.55,18637.3,18633.25,18637.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:15:00+00:00
91,18636.85,18639.65,18636.85,18638.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:16:00+00:00
92,18638.15,18638.15,18631.1,18631.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:17:00+00:00
93,18631.4,18633.55,18629.5,18632.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:18:00+00:00
94,18631.8,18635.1,18631.5,18634.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:19:00+00:00
95,18635.2,18637.85,18633.5,18636.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:20:00+00:00
96,18637.1,18642.95,18636.85,18640.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:21:00+00:00
97,18642.65,18648.05,18641.6,18645.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:22:00+00:00
98,18644.95,18645.55,18641.7,18642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:23:00+00:00
99,18641.8,18643.15,18638.95,18639.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:24:00+00:00
100,18639.2,18641.55,18637.4,18639.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:25:00+00:00
101,18639.75,18640.35,18634.6,18634.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:26:00+00:00
102,18635.1,18635.5,18631.8,18634.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:27:00+00:00
103,18633.4,18634.7,18631.65,18631.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:28:00+00:00
104,18632.2,18634.05,18631.5,18633.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:29:00+00:00
105,18634.0,18634.5,18625.8,18625.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06,18600.65,18654.2,18579.2,18647.8,2022-12-06 05:30:00+00:00
